pokedex_number,name,abilities,weight_kg,height_m,type1,type2,generation,is_legendary,hp,attack,defense,sp_attack,sp_defense,speed,base_total,capture_rate,classfication,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water
279,Pelipper,"['Keen Eye', 'Drizzle', 'Rain Dish']",28.0,1.2,water,flying,3,0,60,50,100,95,70,65,440,45.0,Water Bird Pokémon,0.5,1.0,1.0,4.0,1.0,0.5,0.5,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5
280,Ralts,"['Synchronize', 'Trace', 'Telepathy']",6.6,0.4,psychic,fairy,3,0,28,25,25,45,35,40,198,235.0,Feeling Pokémon,1.0,1.0,0.0,1.0,1.0,0.25,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,2.0,1.0
281,Kirlia,"['Synchronize', 'Trace', 'Telepathy']",20.2,0.8,psychic,fairy,3,0,38,35,35,65,55,50,278,120.0,Emotion Pokémon,1.0,1.0,0.0,1.0,1.0,0.25,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,2.0,1.0
282,Gardevoir,"['Synchronize', 'Trace', 'Telepathy']",48.4,1.6,psychic,fairy,3,0,68,85,65,165,135,100,618,45.0,Embrace Pokémon,1.0,1.0,0.0,1.0,1.0,0.25,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,2.0,1.0
283,Surskit,"['Swift Swim', 'Rain Dish']",1.7,0.5,bug,water,3,0,40,30,32,50,52,65,269,200.0,Pond Skater Pokémon,1.0,1.0,1.0,2.0,1.0,0.5,1.0,2.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,2.0,0.5,0.5
284,Masquerain,"['Intimidate', 'Unnerve']",3.6,0.8,bug,flying,3,0,70,60,62,100,82,80,454,75.0,Eyeball Pokémon,0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0
285,Shroomish,"['Effect Spore', 'Poison Heal', 'Quick Feet']",4.5,0.4,grass,,3,0,60,40,60,40,60,35,295,255.0,Mushroom Pokémon,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5
286,Breloom,"['Effect Spore', 'Poison Heal', 'Technician']",39.2,1.2,grass,fighting,3,0,60,130,80,60,60,70,460,90.0,Mushroom Pokémon,1.0,0.5,1.0,0.5,2.0,1.0,2.0,4.0,1.0,0.5,0.5,2.0,1.0,2.0,2.0,0.5,1.0,0.5
287,Slakoth,['Truant'],24.0,0.8,normal,,3,0,60,60,60,35,35,30,280,255.0,Slacker Pokémon,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
288,Vigoroth,['Vital Spirit'],46.5,1.4,normal,,3,0,80,80,80,55,55,90,440,120.0,Wild Monkey Pokémon,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
289,Slaking,['Truant'],130.5,2.0,normal,,3,0,150,160,100,95,65,100,670,45.0,Lazy Pokémon,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
290,Nincada,"['Compoundeyes', 'Run Away']",5.5,0.5,bug,ground,3,0,31,45,90,30,30,40,266,255.0,Trainee Pokémon,1.0,1.0,1.0,0.0,1.0,0.5,2.0,2.0,1.0,1.0,0.5,2.0,1.0,0.5,1.0,1.0,1.0,2.0
291,Ninjask,"['Speed Boost', 'Infiltrator']",12.0,0.8,bug,flying,3,0,61,90,45,50,50,160,456,120.0,Ninja Pokémon,0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0
292,Shedinja,['Wonder Guard'],1.2,0.8,bug,ghost,3,0,1,90,45,30,30,40,236,45.0,Shed Pokémon,0.5,2.0,1.0,1.0,1.0,0.0,2.0,2.0,2.0,0.5,0.5,1.0,0.0,0.5,1.0,2.0,1.0,1.0
293,Whismur,"['Soundproof', 'Rattled']",16.3,0.6,normal,,3,0,64,51,23,51,23,28,240,190.0,Whisper Pokémon,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
294,Loudred,"['Soundproof', 'Scrappy']",40.5,1.0,normal,,3,0,84,71,43,71,43,48,360,120.0,Big Voice Pokémon,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
295,Exploud,"['Soundproof', 'Scrappy']",84.0,1.5,normal,,3,0,104,91,63,91,73,68,490,45.0,Loud Noise Pokémon,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
296,Makuhita,"['Thick Fat', 'Guts', 'Sheer Force']",86.4,1.0,fighting,,3,0,72,60,30,20,30,25,237,180.0,Guts Pokémon,0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0
297,Hariyama,"['Thick Fat', 'Guts', 'Sheer Force']",253.8,2.3,fighting,,3,0,144,120,60,40,60,50,474,200.0,Arm Thrust Pokémon,0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0
298,Azurill,"['Thick Fat', 'Huge Power', 'Sap Sipper']",2.0,0.2,normal,fairy,3,0,50,20,40,20,40,20,190,150.0,Polka Dot Pokémon,0.5,0.5,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0
299,Nosepass,"['Sturdy', 'Magnet Pull', 'Sand Force']",97.0,1.0,rock,,3,0,30,45,135,45,90,30,375,255.0,Compass Pokémon,1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0
300,Skitty,"['Cute Charm', 'Normalize', 'Wonder Skin ']",11.0,0.6,normal,,3,0,50,45,45,35,35,50,260,255.0,Kitten Pokémon,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
301,Delcatty,"['Cute Charm', 'Normalize', 'Wonder Skin ']",32.6,1.1,normal,,3,0,70,65,65,55,55,90,400,60.0,Prim Pokémon,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
302,Sableye,"['Keen Eye', 'Stall', 'Prankster']",11.0,0.5,dark,ghost,3,0,50,85,125,85,115,20,480,45.0,Darkness Pokémon,1.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,1.0,1.0,1.0
303,Mawile,"['Hyper Cutter', 'Intimidate', 'Sheer Force']",11.5,0.6,steel,fairy,3,0,50,105,125,55,95,50,480,45.0,Deceiver Pokémon,0.25,0.5,0.0,1.0,0.5,1.0,2.0,0.5,1.0,0.5,2.0,0.5,0.5,0.0,0.5,0.5,1.0,1.0
304,Aron,"['Sturdy', 'Rock Head', 'Heavy Metal']",60.0,0.4,steel,rock,3,0,50,70,100,40,40,30,330,180.0,Iron Armor Pokémon,0.5,1.0,0.5,1.0,0.5,4.0,1.0,0.25,1.0,1.0,4.0,0.5,0.25,0.0,0.5,0.5,1.0,2.0
305,Lairon,"['Sturdy', 'Rock Head', 'Heavy Metal']",120.0,0.9,steel,rock,3,0,60,90,140,50,50,40,430,90.0,Iron Armor Pokémon,0.5,1.0,0.5,1.0,0.5,4.0,1.0,0.25,1.0,1.0,4.0,0.5,0.25,0.0,0.5,0.5,1.0,2.0
306,Aggron,"['Sturdy', 'Rock Head', 'Heavy Metal']",360.0,2.1,steel,rock,3,0,70,140,230,60,80,50,630,45.0,Iron Armor Pokémon,0.5,1.0,0.5,1.0,0.5,4.0,1.0,0.25,1.0,1.0,4.0,0.5,0.25,0.0,0.5,0.5,1.0,2.0
307,Meditite,"['Pure Power', 'Telepathy']",11.2,0.6,fighting,psychic,3,0,30,40,55,40,55,60,280,180.0,Meditate Pokémon,1.0,1.0,1.0,1.0,2.0,0.5,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0
308,Medicham,"['Pure Power', 'Telepathy']",31.5,1.3,fighting,psychic,3,0,60,100,85,80,85,100,510,90.0,Meditate Pokémon,1.0,1.0,1.0,1.0,2.0,0.5,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0
309,Electrike,"['Static', 'Lightningrod', 'Minus']",15.2,0.6,electric,,3,0,40,45,40,65,40,65,295,120.0,Lightning Pokémon,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
310,Manectric,"['Static', 'Lightningrod', 'Minus']",40.2,1.5,electric,,3,0,70,75,80,135,80,135,575,45.0,Discharge Pokémon,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
311,Plusle,"['Plus', 'Lightningrod']",4.2,0.4,electric,,3,0,60,50,40,85,75,95,405,200.0,Cheering Pokémon,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
312,Minun,"['Minus', 'Volt Absorb']",4.2,0.4,electric,,3,0,60,40,50,75,85,95,405,200.0,Cheering Pokémon,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
313,Volbeat,"['Illuminate', 'Swarm', 'Prankster']",17.7,0.7,bug,,3,0,65,73,75,47,85,85,430,150.0,Firefly Pokémon,1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0
314,Illumise,"['Oblivious', 'Tinted Lens', 'Prankster']",17.7,0.6,bug,,3,0,65,47,75,73,85,85,430,150.0,Firefly Pokémon,1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0
315,Roselia,"['Natural Cure', 'Poison Point', 'Leaf Guard']",2.0,0.3,grass,poison,3,0,50,60,45,100,80,65,400,150.0,Thorn Pokémon,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.25,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.5
316,Gulpin,"['Liquid Ooze', 'Sticky Hold', 'Gluttony']",10.3,0.4,poison,,3,0,70,43,53,43,53,40,302,225.0,Stomach Pokémon,0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0
317,Swalot,"['Liquid Ooze', 'Sticky Hold', 'Gluttony']",80.0,1.7,poison,,3,0,100,73,83,73,83,55,467,75.0,Poison Bag Pokémon,0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0
318,Carvanha,"['Rough Skin', 'Speed Boost']",20.8,0.8,water,dark,3,0,45,90,20,65,20,65,305,225.0,Savage Pokémon,2.0,0.5,1.0,2.0,2.0,2.0,0.5,1.0,0.5,2.0,1.0,0.5,1.0,1.0,0.0,1.0,0.5,0.5
319,Sharpedo,"['Rough Skin', 'Speed Boost']",88.8,1.8,water,dark,3,0,70,140,70,110,65,105,560,60.0,Brutal Pokémon,2.0,0.5,1.0,2.0,2.0,2.0,0.5,1.0,0.5,2.0,1.0,0.5,1.0,1.0,0.0,1.0,0.5,0.5
320,Wailmer,"['Water Veil', 'Oblivious', 'Pressure']",130.0,2.0,water,,3,0,130,70,35,70,35,60,400,125.0,Ball Whale Pokémon,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
321,Wailord,"['Water Veil', 'Oblivious', 'Pressure']",398.0,14.5,water,,3,0,170,90,45,90,45,60,500,60.0,Float Whale Pokémon,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
322,Numel,"['Oblivious', 'Simple', 'Own Tempo']",24.0,0.7,fire,ground,3,0,60,60,40,65,45,35,305,255.0,Numb Pokémon,0.5,1.0,1.0,0.0,0.5,1.0,0.5,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,0.5,4.0
323,Camerupt,"['Magma Armor', 'Solid Rock', 'Anger Point']",220.0,1.9,fire,ground,3,0,70,120,100,145,105,20,560,150.0,Eruption Pokémon,0.5,1.0,1.0,0.0,0.5,1.0,0.5,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,0.5,4.0
324,Torkoal,"['White Smoke', 'Drought', 'Shell Armor']",80.4,0.5,fire,,3,0,70,85,140,85,70,20,470,90.0,Coal Pokémon,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0
325,Spoink,"['Thick Fat', 'Own Tempo', 'Gluttony']",30.6,0.7,psychic,,3,0,60,25,35,70,80,60,330,255.0,Bounce Pokémon,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0
326,Grumpig,"['Thick Fat', 'Own Tempo', 'Gluttony']",71.5,0.9,psychic,,3,0,80,45,65,90,110,80,470,60.0,Manipulate Pokémon,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0
327,Spinda,"['Own Tempo', 'Tangled Feet', 'Contrary']",5.0,1.1,normal,,3,0,60,60,60,60,60,60,360,255.0,Spot Panda Pokémon,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
328,Trapinch,"['Hyper Cutter', 'Arena Trap', 'Sheer Force']",15.0,0.7,ground,,3,0,45,100,45,45,45,10,290,255.0,Ant Pit Pokémon,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0
329,Vibrava,['Levitate'],15.3,1.1,ground,dragon,3,0,50,70,50,50,50,70,340,120.0,Vibration Pokémon,1.0,1.0,2.0,0.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,4.0,1.0,0.5,1.0,0.5,1.0,1.0
330,Flygon,['Levitate'],82.0,2.0,ground,dragon,3,0,80,100,80,80,80,100,520,45.0,Mystic Pokémon,1.0,1.0,2.0,0.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,4.0,1.0,0.5,1.0,0.5,1.0,1.0
331,Cacnea,"['Sand Veil', 'Water Absorb']",51.3,0.4,grass,,3,0,50,85,40,85,40,35,335,190.0,Cactus Pokémon,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5
332,Cacturne,"['Sand Veil', 'Water Absorb']",77.4,1.3,grass,dark,3,0,70,115,60,115,60,55,475,60.0,Scarecrow Pokémon,4.0,0.5,1.0,0.5,2.0,2.0,2.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.0,1.0,1.0,0.5
333,Swablu,"['Natural Cure', 'Cloud Nine']",1.2,0.4,normal,flying,3,0,45,40,60,40,75,50,310,255.0,Cotton Bird Pokémon,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0
334,Altaria,"['Natural Cure', 'Cloud Nine']",20.6,1.1,dragon,flying,3,0,75,110,110,110,105,80,590,45.0,Humming Pokémon,0.5,1.0,2.0,1.0,2.0,0.5,0.5,1.0,1.0,0.25,0.0,4.0,1.0,1.0,1.0,2.0,1.0,0.5
335,Zangoose,"['Immunity', 'Toxic Boost']",40.3,1.3,normal,,3,0,73,115,60,60,60,90,458,90.0,Cat Ferret Pokémon,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
336,Seviper,"['Shed Skin', 'Infiltrator']",52.5,2.7,poison,,3,0,73,100,60,100,60,65,458,90.0,Fang Snake Pokémon,0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0
337,Lunatone,['Levitate'],168.0,1.0,rock,psychic,3,0,90,55,65,95,85,70,460,45.0,Meteorite Pokémon,2.0,2.0,1.0,1.0,1.0,1.0,0.5,0.5,2.0,2.0,2.0,1.0,0.5,0.5,0.5,1.0,2.0,2.0
338,Solrock,['Levitate'],154.0,1.2,rock,psychic,3,0,90,95,85,55,65,70,460,45.0,Meteorite Pokémon,2.0,2.0,1.0,1.0,1.0,1.0,0.5,0.5,2.0,2.0,2.0,1.0,0.5,0.5,0.5,1.0,2.0,2.0
339,Barboach,"['Oblivious', 'Anticipation', 'Hydration']",1.9,0.4,water,ground,3,0,50,48,43,46,41,60,288,190.0,Whiskers Pokémon,1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,4.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0
340,Whiscash,"['Oblivious', 'Anticipation', 'Hydration']",23.6,0.9,water,ground,3,0,110,78,73,76,71,60,468,75.0,Whiskers Pokémon,1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,4.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0
341,Corphish,"['Hyper Cutter', 'Shell Armor', 'Adaptability']",11.5,0.6,water,,3,0,43,80,65,50,35,35,308,205.0,Ruffian Pokémon,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
342,Crawdaunt,"['Hyper Cutter', 'Shell Armor', 'Adaptability']",32.8,1.1,water,dark,3,0,63,120,85,90,55,55,468,155.0,Rogue Pokémon,2.0,0.5,1.0,2.0,2.0,2.0,0.5,1.0,0.5,2.0,1.0,0.5,1.0,1.0,0.0,1.0,0.5,0.5
343,Baltoy,['Levitate'],21.5,0.5,ground,psychic,3,0,40,40,55,40,70,55,300,255.0,Clay Doll Pokémon,2.0,2.0,1.0,0.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,2.0,1.0,0.5,0.5,0.5,1.0,2.0
344,Claydol,['Levitate'],108.0,1.5,ground,psychic,3,0,60,70,105,70,120,75,500,90.0,Clay Doll Pokémon,2.0,2.0,1.0,0.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,2.0,1.0,0.5,0.5,0.5,1.0,2.0
345,Lileep,"['Suction Cups', 'Storm Drain']",23.8,1.0,rock,grass,3,0,66,41,77,61,87,23,355,45.0,Sea Lily Pokémon,2.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,2.0,1.0
346,Cradily,"['Suction Cups', 'Storm Drain']",60.4,1.5,rock,grass,3,0,86,81,97,81,107,43,495,45.0,Barnacle Pokémon,2.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,2.0,1.0
347,Anorith,"['Battle Armor', 'Swift Swim']",12.5,0.7,rock,bug,3,0,45,95,50,40,50,75,355,45.0,Old Shrimp Pokémon,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,2.0,2.0,2.0
348,Armaldo,"['Battle Armor', 'Swift Swim']",68.2,1.5,rock,bug,3,0,75,125,100,70,80,45,495,45.0,Plate Pokémon,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,2.0,2.0,2.0
349,Feebas,"['Swift Swim', 'Oblivious', 'Adaptability']",7.4,0.6,water,,3,0,20,15,20,10,55,80,200,255.0,Fish Pokémon,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
350,Milotic,"['Marvel Scale', 'Competitive', 'Cute Charm']",162.0,6.2,water,,3,0,95,60,79,100,125,81,540,60.0,Tender Pokémon,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
351,Castform,['Forecast'],0.8,0.3,normal,,3,0,70,70,70,70,70,70,420,45.0,Weather Pokémon,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
352,Kecleon,"['Color Change', 'Protean']",22.0,1.0,normal,,3,0,60,90,70,60,120,40,440,200.0,Color Swap Pokémon,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
353,Shuppet,"['Insomnia', 'Frisk', 'Cursed Body']",2.3,0.6,ghost,,3,0,44,75,35,63,33,45,295,225.0,Puppet Pokémon,0.5,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0
354,Banette,"['Insomnia', 'Frisk', 'Cursed Body']",12.5,1.1,ghost,,3,0,64,165,75,93,83,75,555,45.0,Marionette Pokémon,0.5,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0
355,Duskull,"['Levitate', 'Frisk']",15.0,0.8,ghost,,3,0,20,40,90,30,90,25,295,190.0,Requiem Pokémon,0.5,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0
356,Dusclops,"['Pressure', 'Frisk']",30.6,1.6,ghost,,3,0,40,70,130,60,130,25,455,90.0,Beckon Pokémon,0.5,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0
357,Tropius,"['Chlorophyll', 'Solar Power', 'Harvest']",100.0,2.0,grass,flying,3,0,99,68,83,72,87,51,460,200.0,Fruit Pokémon,1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.25,0.0,4.0,1.0,2.0,1.0,2.0,1.0,0.5
358,Chimecho,['Levitate'],1.0,0.6,psychic,,3,0,75,50,80,95,90,65,455,45.0,Wind Chime Pokémon,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0
359,Absol,"['Pressure', 'Super Luck', 'Justified']",47.0,1.2,dark,,3,0,65,150,60,115,60,115,565,30.0,Disaster Pokémon,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
360,Wynaut,"['Shadow Tag', 'Telepathy']",14.0,0.6,psychic,,3,0,95,23,48,23,48,23,260,125.0,Bright Pokémon,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0
361,Snorunt,"['Inner Focus', 'Ice Body', 'Moody']",16.8,0.7,ice,,3,0,50,50,50,50,50,50,300,190.0,Snow Hat Pokémon,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0
362,Glalie,"['Inner Focus', 'Ice Body', 'Moody']",256.5,1.5,ice,,3,0,80,120,80,120,80,100,580,75.0,Face Pokémon,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0
363,Spheal,"['Thick Fat', 'Ice Body', 'Oblivious']",39.5,0.8,ice,water,3,0,70,40,50,55,50,25,290,255.0,Clap Pokémon,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.25,1.0,1.0,1.0,2.0,1.0,0.5
364,Sealeo,"['Thick Fat', 'Ice Body', 'Oblivious']",87.6,1.1,ice,water,3,0,90,60,70,75,70,45,410,120.0,Ball Roll Pokémon,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.25,1.0,1.0,1.0,2.0,1.0,0.5
365,Walrein,"['Thick Fat', 'Ice Body', 'Oblivious']",150.6,1.4,ice,water,3,0,110,80,90,95,90,65,530,45.0,Ice Break Pokémon,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.25,1.0,1.0,1.0,2.0,1.0,0.5
366,Clamperl,"['Shell Armor', 'Rattled']",52.5,0.4,water,,3,0,35,64,85,74,55,32,345,255.0,Bivalve Pokémon,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
367,Huntail,"['Swift Swim', 'Water Veil']",27.0,1.7,water,,3,0,55,104,105,94,75,52,485,60.0,Deep Sea Pokémon,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
368,Gorebyss,"['Swift Swim', 'Hydration']",22.6,1.8,water,,3,0,55,84,105,114,75,52,485,60.0,South Sea Pokémon,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
369,Relicanth,"['Swift Swim', 'Rock Head', 'Sturdy']",23.4,1.0,water,rock,3,0,100,90,130,45,65,55,485,25.0,Longevity Pokémon,1.0,1.0,1.0,2.0,1.0,2.0,0.25,0.5,1.0,4.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0
370,Luvdisc,"['Swift Swim', 'Hydration']",8.7,0.6,water,,3,0,43,30,55,40,65,97,330,225.0,Rendezvous Pokémon,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
371,Bagon,"['Rock Head', 'Sheer Force']",42.1,0.6,dragon,,3,0,45,75,60,40,30,50,300,45.0,Rock Head Pokémon,1.0,1.0,2.0,0.5,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5
372,Shelgon,"['Rock Head', 'Overcoat']",110.5,1.1,dragon,,3,0,65,95,100,60,50,50,420,45.0,Endurance Pokémon,1.0,1.0,2.0,0.5,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5
